hosts,bf,bandwidth,delay,depth,numreadtransactions,numtransactions,numwritetransactions,rounds,runwait,servers,suite,Byzgen_system_min,Byzgen_system_max,Byzgen_system_avg,Byzgen_system_sum,Byzgen_system_dev,Byzgen_user_min,Byzgen_user_max,Byzgen_user_avg,Byzgen_user_sum,Byzgen_user_dev,Byzgen_wall_min,Byzgen_wall_max,Byzgen_wall_avg,Byzgen_wall_sum,Byzgen_wall_dev,ChildrenWait_system_min,ChildrenWait_system_max,ChildrenWait_system_avg,ChildrenWait_system_sum,ChildrenWait_system_dev,ChildrenWait_user_min,ChildrenWait_user_max,ChildrenWait_user_avg,ChildrenWait_user_sum,ChildrenWait_user_dev,ChildrenWait_wall_min,ChildrenWait_wall_max,ChildrenWait_wall_avg,ChildrenWait_wall_sum,ChildrenWait_wall_dev,ReadTxn_system_min,ReadTxn_system_max,ReadTxn_system_avg,ReadTxn_system_sum,ReadTxn_system_dev,ReadTxn_user_min,ReadTxn_user_max,ReadTxn_user_avg,ReadTxn_user_sum,ReadTxn_user_dev,ReadTxn_wall_min,ReadTxn_wall_max,ReadTxn_wall_avg,ReadTxn_wall_sum,ReadTxn_wall_dev,Recover_system_min,Recover_system_max,Recover_system_avg,Recover_system_sum,Recover_system_dev,Recover_user_min,Recover_user_max,Recover_user_avg,Recover_user_sum,Recover_user_dev,Recover_wall_min,Recover_wall_max,Recover_wall_avg,Recover_wall_sum,Recover_wall_dev,SimulSyncWait_system_min,SimulSyncWait_system_max,SimulSyncWait_system_avg,SimulSyncWait_system_sum,SimulSyncWait_system_dev,SimulSyncWait_user_min,SimulSyncWait_user_max,SimulSyncWait_user_avg,SimulSyncWait_user_sum,SimulSyncWait_user_dev,SimulSyncWait_wall_min,SimulSyncWait_wall_max,SimulSyncWait_wall_avg,SimulSyncWait_wall_sum,SimulSyncWait_wall_dev,WriteTxn_system_min,WriteTxn_system_max,WriteTxn_system_avg,WriteTxn_system_sum,WriteTxn_system_dev,WriteTxn_user_min,WriteTxn_user_max,WriteTxn_user_avg,WriteTxn_user_sum,WriteTxn_user_dev,WriteTxn_wall_min,WriteTxn_wall_max,WriteTxn_wall_avg,WriteTxn_wall_sum,WriteTxn_wall_dev,bandwidth_root_rx_min,bandwidth_root_rx_max,bandwidth_root_rx_avg,bandwidth_root_rx_sum,bandwidth_root_rx_dev,bandwidth_root_tx_min,bandwidth_root_tx_max,bandwidth_root_tx_avg,bandwidth_root_tx_sum,bandwidth_root_tx_dev,bandwidth_rx_min,bandwidth_rx_max,bandwidth_rx_avg,bandwidth_rx_sum,bandwidth_rx_dev,bandwidth_tx_min,bandwidth_tx_max,bandwidth_tx_avg,bandwidth_tx_sum,bandwidth_tx_dev
1,1,100,100,1,1470,3291,1821,1,24000s,1,Ed25519,28.204000,28.204000,28.204000,28.204000,0.000000,53.696000,53.696000,53.696000,53.696000,0.000000,92.453650,92.453650,92.453650,92.453650,0.000000,0.004000,0.004000,0.004000,0.004000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000360,0.000360,0.000360,0.000360,0.000000,0.000000,0.012000,0.001273,1.872000,0.002206,0.000000,0.044000,0.009788,14.388000,0.005437,0.003743,0.045600,0.010340,15.199200,0.005009,0.000000,0.004000,0.000318,0.468000,0.001083,0.000000,0.008000,0.001878,2.760000,0.002002,0.001156,0.005685,0.002192,3.222829,0.000261,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000103,0.000103,0.000103,0.000103,0.000000,0.000000,0.040000,0.014170,25.804000,0.005527,0.004000,0.056000,0.019923,36.280000,0.005415,0.025063,0.061274,0.040438,73.638208,0.004678,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
