0,16.422552
1,16.890631
2,16.888695
3,16.922128
4,16.665951
5,16.468436
6,16.075456
7,16.491870
8,16.481981
9,15.673346
10,15.679170
11,15.662223
12,15.626144
13,16.628526
14,17.307430
15,17.360651
16,17.552170
17,17.356875
18,17.338197
19,17.301834
20,17.516009
21,17.324875
22,17.369846
23,16.938219
24,17.336106
25,17.339519
26,17.750114
27,17.794010
28,18.081527
29,17.331661
30,17.340858
31,16.928126
32,17.338145
33,18.080659
34,18.094442
35,17.726328
36,17.426733
37,18.103300
38,18.138479
39,17.338324
40,16.942539
41,16.933723
42,17.546773
43,16.943952
44,17.555112
45,16.956206
46,17.756401
47,17.948967
48,18.119703
49,17.538049
50,17.539810
51,17.149233
52,17.542657
53,17.355397
54,16.958348
55,17.776788
56,18.105247
57,18.094931
58,18.319878
59,16.943694
60,17.337313
61,17.559946
62,17.586393
63,17.380214
64,17.757371
65,16.979813
66,17.046480
67,17.532750
68,17.693709
69,17.544857
70,17.348632
71,17.751704
72,16.965370
73,17.424050
74,18.085111
75,18.098444
76,17.701488
77,18.301506
78,18.159909
