0,16.416398
1,16.497679
2,15.564586
3,15.988097
4,16.188955
5,16.069131
6,16.684406
7,15.598344
8,16.503343
9,15.664403
10,16.516722
11,17.494770
12,17.302558
13,16.673648
14,17.338678
15,16.674373
16,16.082366
17,16.496945
18,17.102633
19,16.088370
20,16.660455
21,15.635594
22,17.299627
23,17.305151
24,17.567872
25,16.505595
26,17.544102
27,16.972760
28,17.391659
29,15.959411
30,16.636455
31,15.953427
32,16.074526
33,16.403162
34,16.292519
35,15.598810
36,16.693253
37,15.811109
38,16.546014
39,16.649230
40,17.499940
41,17.551132
42,16.700821
43,16.090476
44,17.166986
45,16.209838
46,16.602136
47,15.579899
48,17.454753
49,15.559252
50,16.474766
51,16.003643
52,17.360110
53,16.962396
54,17.387280
55,16.719722
56,17.363817
57,16.999551
58,17.609444
59,16.476483
60,16.477304
61,16.478417
62,16.482124
63,16.892202
64,16.702142
65,16.500477
66,16.808371
67,16.513787
68,17.324091
69,16.956611
70,17.354507
71,16.959771
72,16.704851
73,16.950135
74,17.384050
75,17.112870
76,16.220729
77,16.827651
78,16.415574
