0,16.427974
1,17.317134
2,16.923746
3,17.530314
4,16.930298
5,16.934366
6,17.334784
7,16.943868
8,16.948133
9,16.926706
10,17.500446
11,17.497584
12,17.534553
13,17.539257
14,17.536653
15,17.347567
16,17.551166
17,16.957091
18,17.768093
19,17.284996
20,17.481570
21,17.334961
22,17.553781
23,17.551361
24,17.362149
25,16.943034
26,17.551948
27,17.351450
28,17.354452
29,17.533306
30,17.333292
31,17.330305
32,17.549249
33,17.942145
34,17.886828
35,17.356990
36,17.755116
37,18.104886
38,18.114408
39,17.336449
40,16.941842
41,17.328412
42,17.533555
43,17.343803
44,17.574516
45,17.189707
46,16.984436
47,17.792059
48,18.089212
49,16.931361
50,17.348755
51,17.551784
52,17.349061
53,17.751755
54,17.388569
55,18.087941
56,18.094358
57,18.277196
58,18.119343
59,16.965988
60,17.347274
61,17.343315
62,17.763970
63,17.747437
64,16.495622
65,18.091897
66,18.099516
67,18.449390
68,18.136725
69,17.573585
70,17.567021
71,16.966113
72,17.363082
73,17.422740
74,18.083691
75,18.068770
76,18.087976
77,18.369602
78,18.168633
