0,17.028755
1,17.296554
2,17.303774
3,17.141657
4,17.490959
5,17.578025
6,17.349516
7,17.547111
8,17.745154
9,17.101927
10,17.295570
11,17.534187
12,17.531107
13,17.492920
14,17.581812
15,17.361792
16,17.733090
17,16.906369
18,17.020972
19,17.518787
20,17.502303
21,17.329091
22,17.499935
23,16.985635
24,17.519861
25,17.339581
26,17.365357
27,17.375929
28,17.782186
29,16.903351
30,16.906944
31,16.946479
32,17.135028
33,17.148723
34,17.347715
35,17.357030
36,17.155785
37,17.753566
38,17.302336
39,16.936299
40,17.537374
41,17.546281
42,17.344765
43,17.555835
44,17.155382
45,17.368495
46,18.090810
47,17.700902
48,18.286747
49,17.529082
50,17.132367
51,17.150983
52,17.377398
53,17.379604
54,17.576437
55,16.955158
56,17.769736
57,18.104506
58,18.094241
59,17.542420
60,16.944756
61,17.554775
62,16.950319
63,17.764631
64,17.301878
65,18.095871
66,18.289705
67,18.482793
68,18.173423
69,15.717320
70,17.162470
71,17.594584
72,17.348954
73,17.790396
74,18.099595
75,18.127949
76,17.766007
77,18.308158
