0,16.422989
1,17.086684
2,17.102431
3,17.531369
4,16.479025
5,17.529206
6,17.550861
7,17.567276
8,16.352124
9,15.255534
10,14.783868
11,16.467736
12,16.153900
13,16.633807
14,17.320685
15,16.692241
16,17.352197
17,16.706380
18,17.362201
19,16.067495
20,15.153613
21,16.632208
22,16.432490
23,16.674423
24,16.477385
25,16.488011
26,16.247935
27,16.496989
28,14.895166
29,15.618160
30,16.628643
31,16.641767
32,15.593869
33,16.484240
34,16.643089
35,17.361026
36,17.583704
37,17.377443
38,16.514805
39,16.033046
40,17.543586
41,16.677161
42,16.880925
43,16.481434
44,16.889911
45,16.702445
46,16.098338
47,16.397420
48,16.906685
49,16.639891
50,15.808955
51,16.688941
52,17.559572
53,15.979857
54,16.523580
55,16.676640
56,17.589852
57,17.396303
58,16.191072
59,16.668349
60,16.690546
61,15.594536
62,17.093548
63,17.099378
64,16.299328
65,16.810207
66,17.255534
67,16.421372
68,15.983821
69,16.290467
70,16.884830
71,16.083729
72,17.108024
73,16.219278
74,17.586976
75,17.596984
76,16.226525
77,16.615043
78,17.015187
