0,17.042968
1,14.366363
2,14.659895
3,13.458137
4,14.651893
5,14.574481
6,15.256829
7,15.453970
8,15.011075
9,13.381228
10,15.230519
11,15.026192
12,15.256812
13,14.775066
14,15.056730
15,15.251113
16,15.054353
17,14.733037
18,14.700369
19,14.223076
20,14.633521
21,14.774494
22,14.651807
23,15.048352
24,14.659191
25,14.579336
26,15.038483
27,15.222686
28,14.727882
29,14.555529
30,15.060876
31,15.257269
32,15.070662
33,14.511127
34,15.386679
35,14.826939
36,15.121941
37,14.719345
38,15.108948
39,15.276176
40,14.184541
41,14.849120
42,15.052822
43,13.659255
44,14.728590
45,15.060604
46,15.097229
47,15.150968
48,15.139230
49,15.057477
50,15.256000
51,15.065201
52,14.747804
53,14.807877
54,14.324455
55,13.748483
56,15.138194
57,15.911538
58,14.922327
59,15.062885
60,14.856759
61,15.271545
62,15.091613
63,14.303940
64,14.304971
65,15.638947
66,15.893150
67,16.603988
68,15.512384
69,16.018595
70,13.917465
71,16.178094
72,16.461790
73,16.071637
74,16.069237
75,16.508076
76,17.322419
77,17.448759
