0,16.466182
1,16.862960
2,16.931791
3,16.938582
4,16.941670
5,16.929826
6,17.336284
7,17.743574
8,17.734502
9,17.275086
10,17.278948
11,17.490417
12,17.495874
13,17.549644
14,17.557557
15,17.359361
16,17.547921
17,17.550437
18,17.555645
19,17.297837
20,17.127246
21,17.538649
22,17.336679
23,17.345007
24,17.346210
25,17.546230
26,17.753440
27,17.362186
28,18.075215
29,16.904095
30,17.372468
31,17.540633
32,17.741495
33,17.137440
34,16.946508
35,17.353147
36,17.777559
37,17.802905
38,17.826427
39,17.548687
40,17.349249
41,17.536498
42,17.139711
43,17.149648
44,17.754065
45,16.980873
46,18.085544
47,17.692607
48,18.081139
49,17.141902
50,17.343776
51,17.550671
52,17.745362
53,17.757884
54,18.077969
55,17.390890
56,18.079792
57,18.099099
58,18.332974
59,17.333788
60,17.551368
61,17.395918
62,17.563377
63,17.364550
64,16.998491
65,18.099065
66,17.901516
67,18.296279
68,18.108725
69,17.145047
70,17.549488
71,17.722718
72,16.557098
73,15.699129
74,16.604542
75,16.612671
76,17.378811
77,17.411960
