0,16.418996
1,16.487972
2,16.888119
3,17.530674
4,17.536763
5,17.137437
6,16.479827
7,16.08136
8,16.481838
9,15.872615
10,15.681789
11,15.660106
12,16.616726
13,16.426763
14,16.429544
15,16.479781
16,17.356438
17,17.3661
18,17.574058
19,16.916873
20,16.485165
21,15.623264
22,16.43343
23,16.634445
24,16.071614
25,16.682248
26,16.490736
27,16.485869
28,16.097488
29,16.627371
30,16.434919
31,16.896108
32,16.899553
33,17.75202
34,17.908041
35,17.155594
36,16.49085
37,16.494175
38,16.795517
39,16.62849
40,16.632078
41,16.630871
42,16.678588
43,16.680634
44,16.487384
45,17.371373
46,17.583921
47,17.393833
48,17.382765
49,17.493094
50,16.268444
51,16.071263
52,16.480312
53,16.485133
54,16.889134
55,16.150208
56,16.763178
57,16.405843
58,16.52437
59,17.348417
60,17.551824
61,17.15593
62,16.960452
63,15.363304
64,17.377926
65,17.595482
66,16.671
67,16.99662
68,18.211907
69,17.357084
70,16.49335
71,17.564564
72,16.965352
73,17.579089
74,16.517828
75,17.395323
76,17.605633
77,17.811121
