0,16.451027
1,17.293700
2,16.927247
3,17.523090
4,16.907710
5,17.348943
6,17.549733
7,16.960181
8,17.363469
9,16.108433
10,16.521908
11,17.293575
12,17.298723
13,17.296187
14,16.899522
15,17.347075
16,17.351963
17,17.570275
18,17.368307
19,16.920958
20,17.489186
21,17.290314
22,17.498704
23,17.298543
24,17.344796
25,16.953871
26,17.363454
27,17.575321
28,17.378981
29,16.486205
30,17.298239
31,17.297413
32,17.347790
33,17.949040
34,17.911359
35,16.961338
36,17.571160
37,17.584786
38,17.184856
39,17.495865
40,17.300409
41,17.546222
42,17.555821
43,17.557305
44,17.369594
45,17.572279
46,17.374732
47,17.389589
48,17.396040
49,17.499570
50,17.142308
51,15.344563
52,17.562488
53,17.566364
54,17.368606
55,17.580139
56,17.585694
57,17.398585
58,17.395806
59,17.345634
60,17.354681
61,17.555551
62,17.367190
63,17.375210
64,17.378608
65,17.586907
66,17.392756
67,17.597874
68,17.807449
69,17.144695
70,17.560555
71,17.568984
72,17.366643
73,17.368993
74,17.589688
75,17.597883
76,17.596041
77,17.814694
